nombre,telefono,direccion,latitud,longitud,municipio,categoria
La Parrilla Burger & Pizza,(787) 862-5200,"17 Cll Principal, Morovis, 00687, Puerto Rico",18.3258021,-66.408185,Morovis,Restaurantes
El Cofresí,(787) 614-5051,"Morovis, 00687, Puerto Rico",18.2814375,-66.4021875,Morovis,Restaurantes
Cabra Loca,(787) 346-7631,"7HMX+9VR, State Rte 155, Morovis, 00687, Puerto Rico",18.2834751,-66.4003701,Morovis,Restaurantes
El Nuevo Cantinflas,(939) 272-1089,"8HHV+M8G, State Rte 155, Morovis 00687, Puerto Rico",18.329198,-66.4066723,Morovis,Restaurantes
Cafetin Los Amigos,(787) 313-2966,"State Rte 155, Orocovis, Morovis 00687, Puerto Rico",18.2741565,-66.3943398,Morovis,Restaurantes
La Tasca,,"Morovis, 00687, Puerto Rico",18.325785,-66.4065592,Morovis,Restaurantes
Rancho El Desahogo,(787) 455-7276,"Carrera #145 km 0.9 Bo, Ciales, 00638, Puerto Rico",18.3354588,-66.4639582,Morovis,Restaurantes
Vagoneando,(787) 613-7064,"BarrioOrocovis, 155, km 29.8, Orocovis, 00720, Puerto Rico",18.2348875,-66.3945021,Morovis,Restaurantes
Restaurante La Sombra (Longanizas Doña María),(787) 333-6263,"PR-156, Orocovis, 00720, Puerto Rico",18.2234532,-66.3748069,Morovis,Restaurantes
Pa'l Campo,(787) 975-2337,"Hc 01 box 2007 bo, Morovis 00687, Puerto Rico",18.2784932,-66.4044967,Morovis,Restaurantes
"Algo Lindo Restaurant, Bar & Grill",(787) 552-2828,"Bo, Ciales, 00638, Puerto Rico",18.3374599,-66.46493389999999,Morovis,Jangueo
Ruta Típica,,"entrada hacia Franquez!, Carretera #137 Estatal Moravis Puerto Rico,en dirección Sur a la izquierda, Morovis, 00687, Puerto Rico",18.3228736,-66.4122043,Morovis,Restaurantes
La Zona By. BaristAlo,(939) 288-5207,"expreso #137, Morovis, 00687, Puerto Rico",18.3200775,-66.4095013,Morovis,Coffee Shops
Magdalena’s Coffee House,(787) 619-2593,"19 Cll Del Carmen, Morovis, 00687, Puerto Rico",18.3261061,-66.4067993,Morovis,Coffee Shops
Augustos coffee bar,(787) 515-7257,"PR-137 km 10.1, Morovis, 00687, Puerto Rico",18.3626135,-66.4269628,Morovis,Coffee Shops
Grandpa's Seasoning,(787) 375-5121,"8HCV+22P, PR-137, Morovis, 00687, Puerto Rico",18.3200876,-66.4074179,Morovis,Coffee Shops
Café y Más,(787) 689-1550,"C. Marginal, Vega Baja, 00693, Puerto Rico",18.4469797,-66.39344799999999,Morovis,Coffee Shops
Riocafé,(787) 867-0109,"23 C. 4 de Julio, Orocovis, 00720, Puerto Rico",18.2274321,-66.3917364,Morovis,Coffee Shops
Col. La Moca Cafe,(787) 377-1688,"Hc01 Box 2400, Morovis, 00687, Puerto Rico",18.3034782,-66.39163719999999,Morovis,Coffee Shops
Sofi's Sweet Bakery,(787) 621-6002,"9H68+FGH, State Rte 155, Morovis, 00687, Puerto Rico",18.3611857,-66.4336435,Morovis,Coffee Shops
Sabor Frappé - Morovis,(939) 409-0644,"8HHG+6JM, PR-137, Morovis, 00687, Puerto Rico",18.3280947,-66.4234492,Morovis,Coffee Shops
MR Burger,(787) 393-7296,"2088 PR-633, Morovis, 00687, Puerto Rico",18.3545208,-66.4381325,Morovis,Coffee Shops
Nani’s Sweet Bakery,(787) 862-1275,"Carr. 619 km 0.4 00687, Morovis, 00687, Puerto Rico",18.3155776,-66.3909233,Morovis,Coffee Shops
FinCafé Coffee Shop,(787) 423-9110,"Carretera 149, Ciales, 00638, Puerto Rico",18.2809942,-66.5101298,Morovis,Coffee Shops
K-feína Coffee Shop Manatí,(787) 429-6377,"PR-64Sxtfg3, Manatí, 00674, Puerto Rico",18.3792624,-66.4835458,Morovis,Coffee Shops
Café Licor,(787) 867-6113,"7J34+W3G, Orocovis, 00720, Puerto Rico",18.2548031,-66.3947984,Morovis,Coffee Shops
Carmen Ice Cream Shop,(787) 515-6387,"4 Cll Principal, Morovis, 00687, Puerto Rico",18.3259021,-66.4069092,Morovis,Coffee Shops
Wings & Fries Co. - Morovis,(939) 407-5874,"PR-137 KM 13.7, Morovis, 00687, Puerto Rico",18.3279415,-66.4235672,Morovis,Coffee Shops
El Cofresí,(787) 614-5051,"Morovis, 00687, Puerto Rico",18.2814375,-66.4021875,Morovis,Coffee Shops
Aromas of Coffee,(787) 452-7284,"Paseo Lineal Juan Antonio Corretjer, Ciales, 00638, Puerto Rico",18.3543869,-66.4697901,Morovis,Coffee Shops
La Ruta Bar & Restaurant,(787) 944-5557,"622-652 Cll Armando Mejías, Morovis, 00687, Puerto Rico",18.3400715,-66.4214248,Morovis,Restaurantes
Frappe Morovis Guagita Blanca,(939) 409-0644,"8HCP+HWC, Morovis 00687, Puerto Rico",18.3214382,-66.4127247,Morovis,Coffee Shops
Encantos Restaurant & Wine Bar,(787) 663-7980,"30 Cll Principal, Morovis, 00687, Puerto Rico",18.3259159,-66.40628099999999,Morovis,Restaurantes
Luna Coffee & Latin Kitchen,(787) 274-2311,"352 Av. Américo Miranda, San Juan, 00927, Puerto Rico",18.3996731,-66.0681191,Morovis,Coffee Shops
Carmita,(787) 862-8471,"8H5R+99, Morovis, 00687, Puerto Rico",18.3084401,-66.4090757,Morovis,Coffee Shops
Café Pangea PR,,"Carr. 149, Barrio Km. 19.0, Ciales, 00638, Puerto Rico",18.3036401,-66.4788324,Morovis,Coffee Shops
The Mini Market Pond,,"199-171 Calle Jose Del Rio, Morovis, 00687, Puerto Rico",18.3374702,-66.4297893,Morovis,Coffee Shops
"The Argentinean in Morovis, town branch",(787) 218-6380,"PR-155 KM 47.0, Morovis, 00687, Puerto Rico",18.328366,-66.4067556,Morovis,Coffee Shops
Café Morena,(939) 610-8553,"Bo KM 26.1, Dorado 00646, Puerto Rico",18.4058133,-66.290256,Morovis,Coffee Shops
Morovis To Go,(787) 661-8934,"PR-618, Morovis, 00687, Puerto Rico",18.3093328,-66.4015318,Morovis,Coffee Shops
Morena Coffee Express,(939) 717-9771,"PR-176 KM 1.4, San Juan, 00926, Puerto Rico",18.3808964,-66.0557651,Morovis,Coffee Shops
Buenas Vibras Café and Restaurant,,"00720, Orocovis, 00720, Puerto Rico",18.248346,-66.42124199999999,Morovis,Restaurantes
Sin Prisa Coffee Shop,(787) 455-5963,"1804 C. Loíza, San Juan, 00911, Puerto Rico",18.4514175,-66.05944769999999,Morovis,Coffee Shops
The Tasty One,(787) 862-4110,"8HGV+446, Calle Pascual Melendez, Morovis, 00687, Puerto Rico",18.3252931,-66.4072322,Morovis,Coffee Shops
LA ARGENTINA FOOD TRUCK,(787) 218-6380,"8H53+6V, Morovis, 00687, Puerto Rico",18.3080625,-66.4453125,Morovis,Coffee Shops
Favorite Kitchen,(787) 862-0044,"00687, Morovis, 00687, Puerto Rico",18.3193332,-66.4125141,Morovis,Coffee Shops
El Castillo De La Reposteria,(787) 862-1484,"180 PR-155 suite 4, Morovis, 00687, Puerto Rico",18.323108,-66.40631499999999,Morovis,Coffee Shops
Espresso Lab Coffee Shop,(787) 253-9000,"8020 Tartak St Hyatt Centric San Juan, Lobby, 8020 José M. Tartak Ave, Carolina, 00979, Puerto Rico",18.4406718,-66.02198229999999,Morovis,Coffee Shops
D’Marys Pizza & Sweet Bakery,(787) 621-9974,"Sector La linea, Morovis, 00687, Puerto Rico",18.3220469,-66.4221498,Morovis,Coffee Shops
Hacienda San Pedro,(787) 274-1011,"1350 Ashford Ave, San Juan, 00907, Puerto Rico",18.4550466,-66.0690455,Morovis,Coffee Shops
Mambo Frappe,(939) 499-0994,"8HPF+C6R, Morovis, 00687, Puerto Rico",18.3361213,-66.42696889999999,Morovis,Coffee Shops
Molcajete Morovis,(787) 323-0917,"Km. 2.2 PR-6622, Morovis, 00687, Puerto Rico",18.3228791,-66.405656,Morovis,Coffee Shops
Hacienda San Pedro,(787) 523-5147,"211 Av. Ing. Manuel Domenech, San Juan, 00918, Puerto Rico",18.4151705,-66.0601792,Morovis,Coffee Shops
MAR ACAI SPOT,(787) 590-2099,"2 Calle Almacio Gonzalez, Morovis, 00687, Puerto Rico",18.3258916,-66.4064346,Morovis,Coffee Shops
Colmado Vista Alegre (Papo Perez),,"Km. 1.3, PR-618, Morovis 00687, Puerto Rico",18.3092418,-66.3984548,Morovis,Coffee Shops
Cafetin Los Amigos,(787) 313-2966,"State Rte 155, Orocovis, Morovis 00687, Puerto Rico",18.2741565,-66.3943398,Morovis,Coffee Shops
Cafeliz,(787) 870-1720,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Morovis,Coffee Shops
El Flamboyán,(787) 631-7847,"173, km 2.2, Carretera Patron, Morovis, 00687, Puerto Rico",18.3333271,-66.3981211,Morovis,Coffee Shops
"Fusion Coffee, Brunch & Restaurant",(787) 407-5252,"Carretera 944 Km 2.9, Gurabo, 00778, Puerto Rico",18.2650411,-65.9416983,Morovis,Restaurantes
Boca Boca Generales,,"CX43+5XH, San Juan, 00923, Puerto Rico",18.4053911,-66.0449995,Morovis,Coffee Shops
Café Comunión,(787) 208-1789,"1616 PR-25, San Juan, 00909, Puerto Rico",18.4439231,-66.0657765,Morovis,Coffee Shops
Café Consciente,,"171 C. O'Neill, San Juan, 00918, Puerto Rico",18.4229816,-66.0624776,Morovis,Coffee Shops
Museo Agrocultural de Morovis,(787) 862-2155,"Calle Buena Vis km 47.5, Morovis, 00687, Puerto Rico",18.3294221,-66.4067984,Morovis,Coffee Shops
Veronica's Bakery,(787) 854-0998,"Puerto Rico 2, 00674, Manatí 00674, Puerto Rico",18.4358307,-66.4646437,Morovis,Coffee Shops
EmpanadisimasPR,(787) 237-2222,"GK-44, Av. Roberto Sánchez Vilella, Carolina, 00982, Puerto Rico",18.4126819,-65.9982888,Morovis,Coffee Shops
Hacienda San Pedro,(787) 433-0091,"318 Avenida José de Diego, San Juan, 00923, Puerto Rico",18.4469101,-66.0679083,Morovis,Coffee Shops
Gustos Coffee,,"CXPV+97M, Arrivals Ave, Carolina, 00979, Puerto Rico",18.4360159,-66.0072387,Morovis,Coffee Shops
Paolo's Coffee,,"401 C. del Parque, San Juan, 00912, Puerto Rico",18.4452617,-66.0658325,Morovis,Coffee Shops
Tierra Adentro Coffee Shop,(787) 985-9651,"Calle Sta. Águeda, San Juan, 00926, Puerto Rico",18.3740435,-66.0543423,Morovis,Coffee Shops
Gustos Coffee Co. Miramar,(787) 300-2580,"950 Av. Juan Ponce de León suite 105, San Juan, 00907, Puerto Rico",18.4539744,-66.0799162,Morovis,Coffee Shops
Sugarcane juice,,"9H37+627, State Rte 155, Ciales, Morovis 00687, Puerto Rico",18.3530382,-66.43745919999999,Morovis,Coffee Shops
Don Ruiz Coffee - Freshmart,(787) 410-9444,"201 Calle Juan Kalaf, San Juan, 00918, Puerto Rico",18.4265331,-66.0709703,Morovis,Coffee Shops
Sofi's Sweet Bakery,(787) 621-6002,"9H68+FGH, State Rte 155, Morovis, 00687, Puerto Rico",18.3611857,-66.4336435,Morovis,Panaderías
Mario's Bakery,(787) 862-2116,"8HGV+QG4, State Rte 155, Morovis, 00687, Puerto Rico",18.3268876,-66.4061588,Morovis,Panaderías
Nani’s Sweet Bakery,(787) 862-1275,"Carr. 619 km 0.4 00687, Morovis, 00687, Puerto Rico",18.3155776,-66.3909233,Morovis,Panaderías
Barahona Bakery,(787) 862-2538,"9H44+9F4, Barahona, Morovis 00687, Puerto Rico",18.3558767,-66.44379099999999,Morovis,Panaderías
El Castillo De La Reposteria,(787) 862-1484,"180 PR-155 suite 4, Morovis, 00687, Puerto Rico",18.323108,-66.40631499999999,Morovis,Panaderías
PANADERÍA PAN FACTORY,(787) 807-3355,"34-42 PR-2, Vega Alta, Vega Baja 00692, Puerto Rico",18.4380827,-66.352004,Morovis,Panaderías
Wings & Fries Co. - Morovis,(939) 407-5874,"PR-137 KM 13.7, Morovis, 00687, Puerto Rico",18.3279415,-66.4235672,Morovis,Jangueo
Señor Alitas,(787) 862-5600,"Bo, PR-159 km 0.7, Morovis, 00687, Puerto Rico",18.3257896,-66.3998901,Morovis,Jangueo
Los Hermanos Sport Bar & Grill.,(939) 284-2270,"Km0.2 PR-6622, Morovis, 00687, Puerto Rico",18.3199119,-66.4162989,Morovis,Jangueo
La Ruta Bar & Restaurant,(787) 944-5557,"622-652 Cll Armando Mejías, Morovis, 00687, Puerto Rico",18.3400715,-66.4214248,Morovis,Restaurantes
Chinchorro El Malango,,"8H8M+P7G, PR-617, Morovis, 00687, Puerto Rico",18.3168184,-66.4167825,Morovis,Jangueo
El Rincon De Felo,(787) 326-0426,"8H4M+3XV, Morovis 00687, Puerto Rico",18.3052282,-66.415091,Morovis,Jangueo
La Playita,,"7HXR+62V, State Rte 155, Morovis, 00687, Puerto Rico",18.2981143,-66.4099501,Morovis,Jangueo
Cabra Loca,(787) 346-7631,"7HMX+9VR, State Rte 155, Morovis, 00687, Puerto Rico",18.2834751,-66.4003701,Morovis,Jangueo
Encantos Restaurant & Wine Bar,(787) 663-7980,"30 Cll Principal, Morovis, 00687, Puerto Rico",18.3259159,-66.40628099999999,Morovis,Restaurantes
El Eucalipto,(787) 452-2379,"8JFC+VMH, PR-159, Morovis, 00687, Puerto Rico",18.3246967,-66.3782598,Morovis,Jangueo
Las 40s Burger,,"8JHH+64C, Morovis 00687, Puerto Rico",18.3280612,-66.3722235,Morovis,Jangueo
El Descuadre,(787) 375-9108,"State Rte 155 KM 35.6, Morovis, 00687, Puerto Rico",18.272571,-66.3954254,Morovis,Jangueo
El Flamboyán,(787) 631-7847,"173, km 2.2, Carretera Patron, Morovis, 00687, Puerto Rico",18.3333271,-66.3981211,Morovis,Jangueo
"Casa Bavaria @ Morovis, PR",(787) 862-7818,"State Rte 155, Morovis, 00687, Puerto Rico",18.2838914,-66.40095219999999,Morovis,Jangueo
El Saborengue,,"Km. 1.4, PR-618, Morovis 00687, Puerto Rico",18.3095969,-66.3979767,Morovis,Jangueo
Pirulos Bar,,"7JX5+3G9, Morovis, 00687, Puerto Rico",18.2976532,-66.39112949999999,Morovis,Jangueo
El Barrilito Bar & Rest.,(787) 717-0211,"PR-137, Morovis, 00687, Puerto Rico",18.3326482,-66.4275265,Morovis,Jangueo
The Scrap,,"8HPJ+5R7, Morovis, 00687, Puerto Rico",18.3354085,-66.4179539,Morovis,Jangueo
Asador Don Pablo,(787) 361-7600,"Carr. 155 Km. 41.9 Bo, Morovis 00687, Puerto Rico",18.2949141,-66.4089176,Morovis,Jangueo
The Little Corner 3,(939) 265-1313,"8HHC+CF, Franquez, Morovis 00687, Puerto Rico",18.3285967,-66.428743,Morovis,Jangueo
Barafranca Picadera y Cerveceria,(939) 247-1445,"PR-634, Morovis 00687, Puerto Rico",18.362814,-66.41635939999999,Morovis,Jangueo
Molcajete Morovis,(787) 323-0917,"Km. 2.2 PR-6622, Morovis, 00687, Puerto Rico",18.3228791,-66.405656,Morovis,Jangueo
Maelo Chicken Fever,(787) 345-6685,"KM. 54.3, State Rte 155, Morovis 00687, Puerto Rico",18.3531855,-66.4372814,Morovis,Jangueo
Rancho Torres Morovis Puerto Rico,,"8H3J+GX6, PR-6616, Morovis, 00687, Puerto Rico",18.303797,-66.4175997,Morovis,Jangueo
"Algo Lindo Restaurant, Bar & Grill",(787) 552-2828,"Bo, Ciales, 00638, Puerto Rico",18.3374599,-66.46493389999999,Morovis,Jangueo
Capelli Salon,(787) 378-4100,"HC-01 Box 1912, Morovis, 00687, Puerto Rico",18.3247752,-66.4083809,Morovis,Jangueo
Suly's Little Corner,,"8JGG+J3, Morovis, 00687, Puerto Rico",18.3266334,-66.37477369999999,Morovis,Jangueo
El Ventorrillo de Abuelo Bar & Grill,(787) 862-2998,"8J88+4PJ, Morovis, 00687, Puerto Rico",18.3153471,-66.38324,Morovis,Jangueo
Colmado Bar Cafetín El Flamboyán Since 1972,(787) 921-7416,"C. 7, Morovis, 00687, Puerto Rico",18.3286762,-66.374014,Morovis,Jangueo
Agencia Hípica 410 “La Buchaca Sport Bar & Grill”,(787) 507-1006,"Km. 1.0 PR-6622, Morovis, 00687, Puerto Rico",18.3208651,-66.4181062,Morovis,Jangueo
Lechonera BAJARI,(787) 603-0873,"Carretera 155, Bo km 44.8, Morovis, 00687, Puerto Rico",18.3105752,-66.4088769,Morovis,Jangueo
Cata Viva,(775) 899-0137,"8 Cll Principal, Morovis, 00687, Puerto Rico",18.3258908,-66.40651729999999,Morovis,Jangueo
The Flight Park,(787) 233-9273,"CXPQ+R5G, Carolina, 00979, Puerto Rico",18.4370595,-66.01203989999999,Morovis,Jangueo
El Nuevo Cantinflas,(939) 272-1089,"8HHV+M8G, State Rte 155, Morovis 00687, Puerto Rico",18.329198,-66.4066723,Morovis,Jangueo
Tito and Olga's Terrace,,"8H3J+GX6, PR-6616, Morovis, 00687, Puerto Rico",18.303741,-66.41664899999999,Morovis,Jangueo
Alcaldía Sport Bar,(787) 455-4655,"1006 Av. Juan Ponce de León, San Juan, 00924, Puerto Rico",18.4009876,-66.05229510000001,Morovis,Jangueo
The Humble Sport Bar,(787) 224-4877,"8J49+H7, Morovis, 00687, Puerto Rico",18.3064088,-66.3818645,Morovis,Jangueo
Pa'l puente sport bar,(787) 523-6837,"PR-567, Morovis, 00687, Puerto Rico",18.3033602,-66.43716180000001,Morovis,Jangueo
El Túnel Lucky Cash,(787) 887-8686,"El Tunel Car Wash, Av. 65 de Infantería, San Juan, 00926, Puerto Rico",18.3943359,-66.03405130000002,Morovis,Jangueo
Colmado y Bar La Gran Parada,,"7JH4+8R2, Morovis, 00687, Puerto Rico",18.2782727,-66.3929893,Morovis,Jangueo
Yoly's Café,(787) 762-0321,"C288+4P2, PR-190, Carolina, 00983, Puerto Rico",18.4152575,-65.98323429999999,Morovis,Jangueo
The Stream,,"8H37+C52, Morovis 00687, Puerto Rico",18.3035189,-66.43710999999999,Morovis,Jangueo
Wido's Pub,,"8H86+3PQ, Fránquez, Morovis 00687, Puerto Rico",18.3152137,-66.4381938,Morovis,Jangueo
Mojitos Solution Bar & Rest.,(787) 367-3562,"796 Av. Roberto Sánchez Vilella, San Juan, 00924, Puerto Rico",18.4080781,-66.0017149,Morovis,Jangueo
Studio 54,,"C298+3R9, Carolina, 00983, Puerto Rico",18.4176681,-65.9828899,Morovis,Jangueo
El Mercadito de Luly,(787) 366-1313,"World Plaza, 268 Av. Luis Muñoz Rivera, San Juan, 00919, Puerto Rico",18.4241186,-66.0588422,Morovis,Jangueo
El Ocho de Rio,(939) 399-3351,"102 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029734,-66.05471949999999,Morovis,Jangueo
El CAPORAL,,"9XWJ+M53, San Juan, 00924, Puerto Rico",18.3966413,-66.01958619999999,Morovis,Jangueo
HighlevelSportbar,,"825 Ave Iturregui, San Juan, 00924, Puerto Rico",18.411787,-66.009216,Morovis,Jangueo
Ven Pa' Qué Gozes,(787) 422-9755,"1003 Calle Los Angeles, San Juan, 00923, Puerto Rico",18.4003697,-66.03720489999999,Morovis,Jangueo
El Punto 8 Sport Bar,(787) 670-6930,"901 Cll Hypolais, San Juan, 00924, Puerto Rico",18.4083342,-66.0077283,Morovis,Jangueo
El Caney Restaurant,(787) 902-3909,"Carr. 149 Bo. Pesas Km 21, 6, Ciales 00638, Puerto Rico",18.2960735,-66.4962884,Morovis,Restaurantes
The Three Mangoes Farm,,"8JHH+C5F, C. Los 40, Bo, Morovis 00687, Puerto Rico",18.3285681,-66.3720682,Morovis,Jangueo
Piel Kanela,(787) 250-8705,"Parcelas Hill Brother, 375 Calle 11, Río Piedras, San Juan 00924, Puerto Rico",18.3945066,-66.0215245,Morovis,Jangueo
Refill Sport Bar,(787) 399-6888,"990 C. Eider, San Juan, 00924, Puerto Rico",18.4043149,-66.00402679999999,Morovis,Jangueo
La Esquina de Diego,,"553 Calle de Diego, San Juan, 00901, Puerto Rico",18.3977908,-66.0311442,Morovis,Jangueo
Perico's Pub,(787) 765-0825,"CW2F+FMP, Av. Américo Miranda, San Juan, 00921, Puerto Rico",18.4012161,-66.075802,Morovis,Jangueo
Triángulo,,"75 C. Arzuaga, San Juan, 00925, Puerto Rico",18.3979964,-66.05010109999999,Morovis,Jangueo
Ruta Típica,,"entrada hacia Franquez!, Carretera #137 Estatal Moravis Puerto Rico,en dirección Sur a la izquierda, Morovis, 00687, Puerto Rico",18.3228736,-66.4122043,Morovis,Jangueo
Pa’L Monte de Villalba,(787) 678-0117,"4F3M+GW, 18 103805655592993, -66.51497056994464, Villalba, 00766, Puerto Rico",18.1036893,-66.5150379,Morovis,Jangueo
Otro Burger,(939) 499-9050,"Carr. 155km, bo #48.1, Morovis, 00687, Puerto Rico",18.334061,-66.4086963,Morovis,Food Trucks
FELO'S FOOD TRUCK,(787) 246-5652,"playa, Vega Baja 00693, Puerto Rico",18.4897406,-66.3989244,Morovis,Food Trucks
Pedrona Food Truck,(787) 562-0515,"CARR 863, Pajaros, Toa Baja 00949, Puerto Rico",18.3935111,-66.2005472,Morovis,Food Trucks
LA ARGENTINA FOOD TRUCK,(787) 218-6380,"8H53+6V, Morovis, 00687, Puerto Rico",18.3080625,-66.4453125,Morovis,Food Trucks
Alex Food Truck,(787) 414-6127,"Bo Km 6.2, Vega Baja 00693, Puerto Rico",18.3886299,-66.42343240000001,Morovis,Food Trucks
La 42 Food Truck Park,(787) 717-3135,"Carr Puerto Rico 2 km 42.2, Vega Baja, 00693, Puerto Rico",18.4422978,-66.42437939999999,Morovis,Food Trucks
Sabores Criollos Food Truck,,"CHVM+GXM, Vega Baja, 00693, Puerto Rico",18.4438473,-66.4150746,Morovis,Food Trucks
Miramar Food Truck Park,(787) 398-3305,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Morovis,Food Trucks
Isabela Food Truck Park,,"111 PR-2, Isabela, 00662, Puerto Rico",18.4730905,-67.0146833,Morovis,Food Trucks
Cupey Food Truck Park,,"PR-176, antes calle Tejas, Ave Victor M Labiosa, San Juan, 00926, Puerto Rico",18.375297,-66.05441569999999,Morovis,Food Trucks
Leña Eh Food Truck,(787) 980-4612,"1006 PR-25, San Juan, 00901, Puerto Rico",18.4530985,-66.0785191,Morovis,Food Trucks
Con-Tenedores Food Truck Park,(787) 360-9393,"45WP+3RH, Bo, Humacao, 00791, Puerto Rico",18.1451794,-65.8128978,Morovis,Food Trucks
Pa’l Yunque Food Park,(908) 244-4757,"96CJ+583, 34 1 min, Palmer, Río Grande 00745, Puerto Rico",18.3704101,-65.7692679,Morovis,Food Trucks
Sabores Gourmet Criollo (Food Truck),(939) 900-1193,"CRWH+4G2, Levittown, Toa Baja 00949, Puerto Rico",18.445304,-66.1719884,Morovis,Food Trucks
D’licias Food Truck,(787) 383-1076,"barrio puerto blanco, Florida, 00650, Puerto Rico",18.389643,-66.576973,Morovis,Food Trucks
Enhorabuena Food Truck,(787) 456-5537,"km 25.7 bo PR-115, Aguada, 00602, Puerto Rico",18.3904312,-67.1661314,Morovis,Food Trucks
Wings & Fries Co. - Morovis,(939) 407-5874,"PR-137 KM 13.7, Morovis, 00687, Puerto Rico",18.3279415,-66.4235672,Morovis,Food Trucks
La Revancha foodtruck,(939) 281-6000,"PR-2, Vega Baja, 00693, Puerto Rico",18.4425118,-66.4243193,Morovis,Food Trucks
J’s Pizza Food Truck,(939) 312-5850,"166 Las Cumbres Ave, Guaynabo, 00969, Puerto Rico",18.3610439,-66.1146907,Morovis,Food Trucks
Piscolabis Food Truck,(787) 420-9984,"CPCJ+8JX, Maguayo, Dorado 00646, Puerto Rico",18.4208719,-66.2683869,Morovis,Food Trucks
La Ruta Bar & Restaurant,(787) 944-5557,"622-652 Cll Armando Mejías, Morovis, 00687, Puerto Rico",18.3400715,-66.4214248,Morovis,Restaurantes
Bistruck PR,(787) 530-2879,"PR-2 km 42.2, Vega Baja, 00693, Puerto Rico",18.4424166,-66.4248125,Morovis,Food Trucks
Food Street,(787) 412-4998,"1319 Avenida F.D. Roosevelt, San Juan, 00920, Puerto Rico",18.4137549,-66.0903902,Morovis,Food Trucks
Jobos Food Stop,(787) 609-6660,"GW77+3HW, Isabela 00662, Puerto Rico",18.512738,-67.0860507,Morovis,Food Trucks
Fuego sobre Ruedas Food Truck,(939) 321-5587,"FHQW+FX2, C. Mar y Sol, Vega Baja 00693, Puerto Rico",18.488647,-66.4026191,Morovis,Food Trucks
La argentina,,"8HGV+9C4, Morovis, 00687, Puerto Rico",18.3258916,-66.4064346,Morovis,Food Trucks
